Elutriation				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YMR167W	MLH1	DNA repair	MutL homolog; mismatch repair	
YMR168C	CEP3	mitosis	"kinetochore protein complex, 71 KD subunit"	
YMR170C	ALD2	ethanol utilization	aldehyde dehydrogenase	
YMR171C	YMR171C	unknown	unknown	
YMR172W	HOT1	osmotic stress response (putative)	unknown; nuclear protein; similar to Msn1p	
YMR173W	DDR48	unknown	"induced by DNA damage, heat shock, or osmotic stress"	
YMR176W	ECM5	cell wall biogenesis	unknown	
YMR177W	MMT1	mitochondrial iron transport	transmembrane domain (4)  protein	
YMR178W	YMR178W	unknown	unknown	
YMR179W	SPT21	transcription	transcriptional regulator	G1
YMR180C	CTL1	unknown	RNA triphosphatase	
YMR181C	YMR181C	unknown	unknown	
YMR182C	RGM1	transcription	putative repressor	
YMR183C	SSO2	secretion	post-Golgi t-SNARE	S/G2
YMR184W	YMR184W	unknown	unknown	
YMR185W	YMR185W	unknown	unknown	
YMR186W	HSC82	protein folding	chaperonin	
YMR187C	YMR187C	unknown	unknown	
YMR188C	YMR188C	unknown	unknown; similar to 30S ribosomal proteins (S17)	
YMR189W	GCV2	amino acid metabolism	glycine decarboxylase P subunit	G2/M
YMR190C	SGS1	"mitosis, chromosome segregation"	putative DNA helicase	
YMR191W	YMR191W	unknown	unknown	
YMR192W	YMR192W	unknown	unknown; similar to mouse Tbc1 protein	
YMR193W	MRPL24	protein synthesis	"ribosomal protein, mitochondrial L24"	
YMR195W	YMR195W	unknown	unknown	
YMR196W	YMR196W	unknown	unknown	
YMR197C	VTI1	secretion	cis-Golgi v-SNARE	
YMR198W	CIK1	cytoskeleton	spindle pole body associated protein	S/G2
YMR199W	CLN1	cell cycle	G1/S cyclin	G1
YMR200W	ROT1	cytoskeleton	unknown	
YMR202W	ERG2	sterol metabolism	C-8 sterol isomerase	G2/M
YMR203W	TOM40	mitochondrial protein targeting	outer membrane translocase component	
YMR204C	YMR204C	unknown	unknown	
YMR205C	PFK2	glycolysis	phosphofructokinase	
YMR206W	YMR206W	unknown	unknown	
YMR207C	HFA1	unknown	unknown; similar to acetyl-coenzyme A carboxylase	
YMR208W	ERG12	sterol metabolism	mevalonate kinase	
YMR209C	YMR209C	unknown	unknown	
YMR210W	YMR210W	unknown	unknown	
YMR211W	YMR211W	unknown	unknown; similar to beta-tubulins	
YMR212C	YMR212C	unknown	unknown; similar to myosin heavy chains	
YMR213W	CEF1	unknown	unknown; similar to S. pombe cdc5+	
YMR214W	SCJ1	unknown	unknown; similar to E. coli DnaJ	
YMR215W	YMR215W	unknown	unknown; similar to Gas1p	S/G2
YMR216C	SKY1	unknown	protein kinase	
YMR217W	GUA1	purine metabolism	GMP synthase	
YMR218C	TRS130	secretion	membrane targeting complex (TRAPP) subunit	
YMR219W	ESC1	silencing	unknown	
YMR220W	ERG8	sterol metabolism	phosphomevalonate kinase	
YMR221C	YMR221C	unknown	major facilitator superfamily	
YMR222C	YMR222C	unknown	"unknown; similar to S. pombe DFR1, dihydrofolate reductase "	
YMR223W	UBP8	"protein degradation, ubiquitin-mediated"	putative deubiquitinating enzyme	
YMR224C	MRE11	"meiosis, recombination"	ds break formation complex subunit	
YMR226C	YMR226C	unknown	"unknown; similar to insect-type alcohol dehydrogenase,"	
YMR227C	TAF67	transcription	TFIID 67 kD subunit	
YMR228W	MTF1	transcription	mitochondrial RNA polymerase specificity factor	
YMR229C	RRP5	rRNA processing	unknown; required for pre-rRNA cleavage	
YMR231W	PEP5	vacuole biogenesis	unknown; vacuolar peripheral membrane protein	
YMR232W	FUS2	mating; cell fusion	fus1 suppressor	
YMR233W	YMR233W	unknown	unknown; similar to Bud7p	
YMR234W	RNH1	DNA replication (putative)	ribonuclease H	
YMR235C	RNA1	RNA export	GTPase activating protein for Gsp1p	
YMR236W	TAF17	transcription	TFIID 17 kD subunit	
YMR237W	YMR237W	unknown	unknown; similar to Chs6p/Csd3p	
YMR238W	DFG5	pseudohyphal growth	unknown	S
YMR239C	RNT1	rRNA processing	ribonuclease III	
YMR240C	CUS1	mRNA splicing	U2 snRNP protein	
YMR241W	YHM2	unknown	suppresses HM mutant	
YMR242C	RPL20A	protein synthesis	ribosomal protein L20A	
YMR243C	ZRC1	zinc and cadmium ion homeostasis	unknown	
YMR244W	YMR244W	unknown	unknown; similar to Nca3p	
YMR245W	YMR245W	unknown	unknown	
YMR246W	FAA4	fatty acid metabolism	long-chain-fatty-acid--CoA ligase	M/G1
YMR247C	YMR247C	unknown	unknown	
YMR250W	YMR250W	unknown	unknown; similar to glutamate decarboxylase	
YMR251W	YMR251W	unknown	unknown	
YMR252C	YMR252C	unknown	unknown	
YMR253C	YMR253C	unknown	major facilitator superfamily	G2/M
YMR255W	GFD1	RNA processing (putative)	unknown; affects DEAD box protein activity	
YMR257C	PET111	protein synthesis	translation activator of COX2	
YMR258C	YMR258C	unknown	unknown	
YMR259C	YMR259C	unknown	unknown	
YMR260C	TIF11	protein synthesis	translation initiation factor eIF1a	
YMR261C	TPS3	trehalose utilization	"alpha,alpha-trehalose-phosphate synthase"	
YMR262W	YMR262W	unknown	unknown	
YMR263W	YMR263W	unknown	unknown	
YMR264W	CUE1	"protein degradation, ubiquitin-mediated"	recruits enzyme Ubc7p to membrane	
YMR265C	YMR265C	unknown	unknown	
YMR266W	YMR266W	unknown	unknown	
YMR267W	PPA2	oxidative phosphorylation	"inorganic pyrophosphatase, mitochondrial"	
YMR268C	PRP24	mRNA splicing	U4/U6 snRNP protein	
YMR269W	YMR269W	unknown	unknown	
YMR270C	RRN9	transcription	component of upstream activation factor complex (UAF)	
YMR271C	URA10	pyrimidine biosynthesis	orotate phosphoribosyltransferase	
YMR272C	SCS7	fatty acid metabolism	ceramide hydroxylase	
YMR274C	RCE1	protein processing	"protease, acts on Ras and a-factor C-termini"	
YMR275C	BUL1	"protein degradation, ubiquitin-mediated"	unknown; binds Rsp5p ubiquitin ligase	
YMR276W	DSK2	spindle pole body dupl	ubiquitin-like protein	
YMR277W	FCP1	transcription	TFIIF interacting component of CTD phosphatase 	
YMR278W	YMR278W	unknown	unknown; similar to phosphomannomutase	S/G2
YMR279C	YMR279C	unknown	major facilitator superfamily	
YMR280C	CAT8	gluconeogenesis	transcription factor	
YMR281W	GPI12	protein processing (putative)	N-acetylglucosaminylphosphatidylinositol de-N-acetylase	
YMR282C	AEP2	protein synthesis	translation of ATP9/OLI1 mRNA	
YMR283C	RIT1	tRNA processing	initiator methionine tRNA 2'-O-ribosyl phosphate transferase	
YMR284W	YKU70	DNA repair	DNA binding; Ku70 homolog	
YMR285C	YMR285C	unknown	unknown	
YMR287C	MSU1	mitochondrial biogenesis	component of 3'-5' exonuclease complex 	
YMR288W	YMR288W	unknown	unknown	
YMR289W	YMR289W	unknown	unknown	
YMR290C	HAS1	unknown	RNA helicase	
YMR291W	YMR291W	unknown	unknown	
YMR293C	YMR293C	unknown	unknown; similar to amidase	
YMR294W	JNM1	"mitosis, nuclear migration"	unknown	
YMR295C	YMR295C	unknown	unknown	S
YMR296C	LCB1	sphinogolipid metabolism	serine palmitoyltransferase component	
YMR297W	PRC1	sporulation	carboxypeptidase Y	
YMR298W	YMR298W	unknown	unknown	
YMR299C	YMR299C	unknown	unknown	
YMR300C	ADE4	purine biosynthesis	amidophosphoribosyltransferase	
YMR301C	ATM1	transport	regulator of mit. iron transporter	
YMR302C	PRP12	rRNA processing	mitochondrial inner membrane protein	
YMR303C	ADH2	glycolysis	alcohol dehydrogenase II	
YMR304W	UBP15	"protein degradation, ubiquitin-mediated"	putative deubiquitinating enzyme	
YMR305C	SCW10	cell wall biogenesis	glucanase (putative)	G1
YMR306W	FKS3	unknown	unknown; similar to Gls1p and Gls2p	
YMR307W	GAS1	unknown	cell surface glycoprotein	G1
YMR308C	PSE1	nuclear protein targeting	beta-karyopherin	
YMR309C	NIP1	nuclear protein targeting	"unknown, similar to NSR1"	
YMR310C	YMR310C	unknown	unknown	
YMR311C	GLC8	"mitosis, chromosome segregation"	unknown; regulates Glc7p	
YMR312W	YMR312W	unknown	unknown	
YMR313C	YMR313C	unknown	unknown	
YMR314W	PRE5	protein degradation	20S proteasome subunit(alpha6)	
YMR315W	YMR315W	unknown	unknown	
YMR316W	YMR316W	unknown	unknown	
YMR317W	YMR317W	unknown	unknown	
YMR318C	YMR318C	unknown	unknown; similar to alcohol-dehydrogenases	
YMR319C	FET4	transport	iron transporter	
YMR320W	YMR320W	unknown	unknown	
YMR321C	YMR321C	unknown	unknown	
YMR322C	YMR322C	unknown	unknown	
YMR323W	YMR323W	unknown	unknown; similar to enolases (phosphopyruvate hydratase)	
YMR326C	YMR326C	unknown	unknown; similar to members of the PAU1 family	
YNL001W	DOM34	protein synthesis (putative)	unknown	
YNL002C	RLP7	protein synthesis	ribosomal protein L7 (putative)	
YNL003C	PET8	mitochondrial protein targeting	mitochondrial carrier family	S/G2
YNL004W	HRB1	unknown	RNA binding protein (putative)	
YNL005C	MRP7	protein synthesis	"ribosomal protein, mitochondrial large subunit"	
YNL006W	LST8	secretion	unknown; post-Golgi	
YNL007C	SIS1	translation	"heat shock protein, homolog of E. coli DnaJ "	
YNL008C	YNL008C	unknown	"unknown; similar to Mdj2p, E. coli DnaJ, and other DnaJ-like"	
YNL009W	IDP3	TCA cycle	isocitrate dehydrogenase	
YNL010W	YNL010W	unknown	unknown	
YNL011C	YNL011C	unknown	unknown	
YNL012W	SPO1	meiosis (spor.)	transcriptional regulator	
YNL013C	YNL013C	unknown	unknown	
YNL014W	YNL014W	unknown	"unknown; similar to translation elongation factor Yef3p,"	
YNL015W	PBI2	unknown	protease inhibitor	G1
YNL016W	PUB1	mRNA processing	poly(A)+ RNA-binding protein	
YNL017C	YNL017C	unknown	unknown	
YNL018C	YNL018C	unknown	unknown; similar to Drosophila melanogaster	
YNL019C	YNL019C	unknown	unknown	
YNL020C	ARK1	unknown	protein kinase	
YNL021W	HDA1	chromatin structure	histone deacetylase	
YNL022C	YNL022C	unknown	unknown	
YNL023C	FAP1	transcription (putative)	FKBP12-binding protein	
YNL024C	YNL024C	unknown	unknown	
YNL025C	SSN8	transcription	RNA polymerase II mediator subunit	
YNL026W	YNL026W	unknown	unknown	
YNL027W	CRZ1	(calcineurin) signaling	calcineurin-responsive transcription factor	
YNL028W	YNL028W	unknown	unknown	
YNL029C	KTR5	protein glycosylation	putative mannosyltransferase	
YNL030W	HHF2	chromatin structure	histone H4	S
YNL031C	HHT2	chromatin structure	histone H3	S
YNL032W	SIW14	cell cycle	tyrosine phosphatase	
YNL033W	YNL033W	unknown	unknown	
YNL034W	YNL034W	unknown	unknown; similar to Ynl018p	
YNL035C	YNL035C	unknown	unknown	
YNL036W	NCE103	"secretion, non-classical"	unknown	
YNL037C	IDH1	TCA cycle	isocitrate dehydrogenase	G2/M
YNL038W	YNL038W	unknown	unknown	
YNL039W	TFC5	transcription	TFIIIB 90 kD subunit	
YNL040W	YNL040W	unknown	unknown	
YNL041C	YNL041C	unknown	unknown	
YNL042W	BOP3	unknown	unknown; bypass of PAM1	
YNL043C	YNL043C	unknown	unknown	S/G2
YNL044W	YIP3	unknown	unknown; interacts with Ypt protein(s)	
YNL045W	YNL045W	unknown	unknown; similar to leukotriene A4 hydrolases and zinc-containing aminopeptidases	
YNL046W	YNL046W	unknown	unknown	M/G1
YNL047C	YNL047C	unknown	unknown; similar to Ask10p	
YNL048W	ALG11	protein glycosylation	unknown	
YNL049C	SFB2	unknown	unknown; similar to Sec24p; binds Sed3p and Sec23p	
YNL050C	YNL050C	unknown	unknown	
YNL051W	YNL051W	unknown	unknown	
YNL052W	COX5A	oxidative phosphorylation	cytochrome-c oxidase subunit Va	
YNL053W	MSG5	"signaling, pheromone pathway"	dual-specificity protein phosphatase	
YNL054W	VAC7	vacuole biogenesis	unknown; vacuolar integral membrane protein	
YNL055C	POR1	transport	mitochondrial outer membrane porin	
YNL056W	YNL056W	unknown	unknown	G2/M
YNL057W	YNL057W	unknown	unknown	G2/M
YNL058C	YNL058C	unknown	unknown	G2/M
YNL059C	ARP5	cytoskeleton (putative)	actin-related protein	
YNL061W	NOP2	nuclear organization	nucleolar protein	
YNL062C	GCD10	protein synthesis	translation initiation factor eIF3 RNA-binding subunit	
YNL063W	YNL063W	unknown	unknown; similar to Mycoplasma protophorphyrinogen oxidase	
YNL064C	YDJ1	mitochondrial and ER protein targeting	HSP70 associated chaperone	
YNL065W	YNL065W	unknown	major facilitator superfamily	
YNL066W	SUN4	aging	unknown	
YNL067W	RPL9B	protein synthesis	ribosomal protein L9B	
YNL068C	FKH2	unknown	unknown; similar to Drosophila forkhead	
YNL069C	RPL16B	protein synthesis	ribosomal protein L16B	
YNL070W	TOM7	mitochondrial protein targeting	small subunit of translocase	
YNL071W	LAT1	glycolysis	dihydrolipoamide S-acetyltransferase	
YNL072W	RNH35	DNA replication (putative)	ribonuclease H	G1
YNL073W	MSK1	protein synthesis	"tRNA synthetase, mitochondrial, lysyl"	
YNL074C	MLF3	unknown	unknown	
YNL075W	IMP4	rRNA processing	U3 snoRNP protein	
YNL076W	MKS1	"signaling, Ras pathway"	negative regulator of cAMP-dependent genes	
YNL077W	YNL077W	unknown	unknown; similar to E. coli DnaJ and other DnaJ-like proteins	
YNL078W	YNL078W	unknown	unknown	M/G1
YNL079C	TPM1	cytoskeleton	tropomyosin	
YNL080C	YNL080C	unknown	unknown	
YNL081C	YNL081C	unknown	unknown; similar to mitochondrial ribosomal protein S13 of	
YNL082W	PMS1	DNA repair	MutL homolog; mismatch repair	G1
YNL083W	YNL083W	unknown	unknown; mitochondrial carrier (MCF) family	
YNL084C	END3	endocytosis	actin cytoskeleton regulatory complex component	
YNL085W	MKT1	viral propagation	retroviral protease signature protein	
YNL086W	YNL086W	unknown	unknown
YNL087W	YNL087W	unknown	unknown
YNL088W	TOP2	DNA replication	DNA topoisomerase II
YNL089C	YNL089C	unknown	unknown
YNL090W	RHO2	signaling	"GTP-binding protein, rho family"
YNL091W	YNL091W	unknown	unknown; similar to Uso1p and human NF2 neurofibromatosis
YNL092W	YNL092W	unknown	unknown
YNL093W	YPT53	endocytosis	"GTP-binding protein, rab family"
YNL094W	YNL094W	unknown	unknown
YNL095C	YNL095C	unknown	unknown; similar to Ecm3p
YNL096C	RPS7B	protein synthesis	ribosomal protein S7B
YNL097C	PHO23	phosphate signaling	transcriptional regulator of PHO5
YNL098C	RAS2	"signaling, Ras pathway"	"GTP-binding protein, ras homolog"
YNL099C	YNL099C	unknown	unknown
YNL100W	YNL100W	unknown	unknown
YNL101W	YNL101W	unknown	unknown; similar to members of a putative transporter family
YNL102W	POL1	DNA replication	polymerase alpha 180 kD subunit	G1
YNL103W	MET4	sulfur amino acid metbolism	transcriptional activator	
YNL104C	LEU4	leucine biosynthesis	2-isopropylmalalate synthase	
YNL105W	YNL105W	unknown	unknown	
YNL106C	INP52	endocytosis (putative)	inositol polyphosphate 5-phosphatase	
YNL107W	YNL107W	unknown	unknown; similar to human AF-9 protein	
YNL108C	YNL108C	unknown	unknown	
YNL109W	YNL109W	unknown	unknown	
YNL110C	YNL110C	unknown	unknown	
YNL111C	CYB5	lipid metabolism	cytochrome b5	G2/M
YNL112W	DBP2	mRNA decay	RNA helicase	
YNL113W	RPC19	transcription	subunit common to RNA polymerases I and III	
YNL114C	YNL114C	unknown	unknown	
YNL115C	YNL115C	unknown	unknown	
YNL116W	YNL116W	unknown	unknown	
YNL117W	MLS1	glyoxylate cycle	malate synthase	
YNL118C	DCP2	respiration (putative)	unknown; suppresses pet mutant	
YNL119W	YNL119W	unknown	unknown	
YNL120C	YNL120C	unknown	unknown	
YNL121C	TOM70	mitochondrial protein targeting	outer membrane translocase component	
YNL122C	YNL122C	unknown	unknown	
YNL123W	YNL123W	unknown	unknown	
YNL124W	YNL124W	unknown	unknown	
YNL125C	ESBP6	unknown	unknown; similar to mammalian monocarboxylate transporters	
YNL126W	SPC98	cytoskeleton	spindle pole body component	G1
YNL127W	YNL127W	unknown	unknown; similar to Fus2p	
YNL128W	TEP1	unknown	protein phosphatase	
YNL129W	YNL129W	unknown	unknown	
YNL130C	CPT1	phospholipid metabolism	diacylglycerol cholinephosphotransferase	
YNL131W	TOM22	mitochondrial protein targeting	outer membrane translocase component	
YNL132W	YNL132W	unknown	unknown; similar to Achlya ambisexualis antheridiol steroid	
YNL133C	YNL133C	unknown	unknown	
YNL134C	YNL134C	unknown	unknown; similar to C. carbonum toxD gene	M/G1
YNL135C	FPR1	protein folding	peptidyl-prolyl cis-trans isomerase	
YNL136W	YNL136W	unknown	unknown; similar to mature-parasite-infected	
YNL137C	NAM9	protein synthesis	"ribosomal protein, mitochondrial S4 (putative)"	
YNL138W	SRV2	signaling	adenylate cyclase-associated protein	
YNL139C	RLR1	transcription	pleiotropic regulatory protein	
YNL140C	YNL140C	unknown	unknown	
YNL141W	AAH1	purine metabolism	adenine deaminase	
YNL142W	MEP2	transport	ammonia permease	
YNL143C	YNL143C	unknown	unknown	
YNL144C	YNL144C	unknown	unknown	
YNL145W	MFA2	mating	a-factor precursor	G2/M
YNL146W	YNL146W	unknown	unknown	
YNL147W	LSM7	mRNA splicing (putative)	similar to snRNA-associated protein	
YNL148C	ALF1	protein folding	alpha-tubulin foldin	
YNL149C	YNL149C	unknown	unknown	
YNL150W	YNL150W	unknown	unknown	
YNL151C	RPC31	transcription	RNA polymerase III 31 kD subunit	
YNL152W	YNL152W	unknown	unknown	
YNL153C	GIM3	protein folding	prefoldin subunit 4	
YNL154C	YCK2	unknown	protein kinase	
YNL155W	YNL155W	unknown	unknown	
YNL156C	YNL156C	unknown	unknown	
YNL157W	YNL157W	unknown	unknown	
YNL158W	YNL158W	unknown	unknown	
YNL159C	YNL159C	unknown	unknown	
YNL160W	YGP1	diauxic shift	unknown; response to nutrient limitation	M/G1
YNL161W	CBK1	cell wall biosynthesis (putative)	protein kinase	
YNL162W	RPL42A	protein synthesis	ribosomal protein L42A	
YNL163C	YNL163C	protein synthesis	translation elongation factor eEF4	
YNL164C	YNL164C	unknown	unknown	
YNL165W	YNL165W	unknown	unknown	G1
YNL166C	BNI5	unknown	unknown; localizes to mother-bud neck	G1
YNL167C	SKO1	transcription	CREB-like transcriptional repressor	
YNL168C	YNL168C	unknown	unknown; similar to E. coli hpcE gene product which is	
YNL169C	PSD1	phospholipid metabolism	phosphatidylserine decarboxylase	G1
YNL170W	YNL170W	unknown	unknown	
YNL171C	YNL171C	unknown	unknown	G2/M
YNL172W	APC1	mitosis	anaphase-promoting complex subunit	G2/M
YNL173C	MDG1	"signaling, pheromone pathway"	unknown	M/G1
YNL174W	YNL174W	unknown	unknown	
YNL175C	YNL175C	unknown	"unknown; similar to Nsr1p, has two RNA recognition (RRM)"	
YNL176C	YNL176C	unknown	unknown	S/G2
YNL177C	YNL177C	unknown	unknown	
YNL178W	RPS3	protein synthesis	ribosomal protein S3	
YNL179C	YNL179C	unknown	unknown	
YNL180C	RHO5	signaling	Rho family GTPase	
YNL181W	YNL181W	unknown	unknown	G1
YNL182C	YNL182C	unknown	unknown	
YNL183C	NPR1	transport	protein kinase; regulates activity of nitrogen source transporters	
YNL184C	YNL184C	unknown	unknown	
YNL185C	MRPL19	protein synthesis	"ribosomal protein, mitochondrial L19"	
YNL186W	UBP10	"protein degradation, ubiquitin-mediated"	ubiquitin C-terminal hydrolase	
YNL187W	YNL187W	unknown	unknown	
YNL188W	KAR1	cytoskeleton	nuclear fusion; also spindle	
YNL189W	SRP1	nuclear protein targeting	alpha-karyopherin	
YNL190W	YNL190W	unknown	unknown	
YNL191W	YNL191W	unknown	unknown	
YNL192W	CHS1	cytokinesis	chitin synthase 	M/G1
YNL193W	YNL193W	unknown	unknown	
YNL194C	YNL194C	unknown	unknown; similar to Sur7p	
YNL195C	YNL195C	unknown	unknown	
YNL196C	SLZ1	meiosis	unknown	
YNL197C	WHI3	cell size	unknown	S/G2
YNL198C	YNL198C	unknown	unknown	
YNL199C	GCR2	glycolysis	transcriptional activator	
YNL200C	YNL200C	unknown	unknown	
YNL201C	YNL201C	unknown	unknown	
YNL202W	SPS19	sporulation	"peroxisomal 2,4-dienoyl-CoA reductase"	
YNL203C	YNL203C	unknown	unknown; similar to Bacillus subtilis	
YNL204C	SPS18	sporulation	unknown	
YNL205C	YNL205C	unknown	unknown	
YNL206C	YNL206C	unknown	unknown; similar to SSRP proteins (DNA structure-specific	
YNL207W	YNL207W	unknown	unknown	
YNL208W	YNL208W	unknown	unknown	G1
YNL209W	SSB2	translation	cytosolic HSP70	
YNL210W	MER1	"meiosis, MER2 mRNA splicing"	RNA binding protein	
YNL211C	YNL211C	unknown	unknown	
YNL212W	YNL212W	unknown	unknown	
YNL213C	YNL213C	unknown	unknown	
YNL214W	PEX17	peroxisome biogenesis	peripheral membrane protein	
YNL215W	YNL215W	unknown	unknown	
YNL216W	RAP1	transcription	transcriptional repressor and activator	S/G2
YNL217W	YNL217W	unknown	unknown	
YNL218W	YNL218W	unknown	unknown; similar to E. coli DNA polymerase III gamma and tau	
YNL219C	ALG9	protein glycosylation	mannosyltransferase	
YNL220W	ADE12	purine biosynthesis	adenylosuccinate synthetase	
YNL221C	POP1	rRNA and tRNA processing	RNase P and RNase MRP subunit	
YNL222W	SSU72	transcription	nuclear protein	
YNL223W	AUT2	autophagy	microtubule-associated protein (putative)	
YNL224C	YNL224C	unknown	unknown	
YNL225C	CNM67	cytoskeleton	spindle pole body component	G1
YNL226W	YNL226W	unknown	unknown	
YNL227C	YNL227C	unknown	unknown; similar to E. coli DnaJ and other DnaJ-like	
YNL228W	YNL228W	unknown	unknown	
YNL229C	URE2	catabolite repression	inhibitor of Gln3p regulator	
YNL230C	ELA1	transcription (putative)	elongin A homolog	
YNL231C	PDR16	drug resistance	unknown	G1
YNL232W	CSL4	"mitosis, chromosome segregation"	unknown	
YNL233W	BNI4	cytokinesis	may link chitin synthase to septins	G1
YNL234W	YNL234W	unknown	unknown; similar to mammalian globins	
YNL235C	YNL235C	unknown	unknown	
YNL236W	SIN4	transcription	RNA polymerase II mediator subunit	
YNL237W	YTP1	unknown	unknown; similar to mitochondrial electron transport proteins	
YNL238W	KEX2	secretion	late Golgi endoproteinase	
YNL239W	LAP3	protein degradation	aminopeptidase of cysteine protease family	
YNL240C	NAR1	nuclear organization and biogenesis (putative)	unknown; similar to human Narf	
YNL241C	ZWF1	pentose phosphate cycle	glucose-6-phosphate dehydrogenase	
YNL242W	YNL242W	unknown	unknown	
YNL243W	SLA2	cytoskeleton	talin-like protein	
YNL244C	SUI1	protein synthesis	translation initiation factor 3 (eIF3)	
YNL245C	YNL245C	unknown	unknown	
YNL246W	YNL246W	unknown	unknown; similar to Drosophila melanogaster SET protein
YNL247W	YNL247W	protein synthesis	"tRNA synthetase, cysteinyl"
YNL248C	RPA49	transcription	RNA polymerase I 46 kD subunit
YNL249C	MPA43	unknown	unknown; similar to YDR109c
YNL250W	RAD50	DNA repair	DNA binding protein
YNL251C	NRD1	transcription	elongation; also mRNA abundance
YNL252C	MRPL17	protein synthesis	"ribosomal protein, mitochondrial L17"
YNL253W	YNL253W	unknown	unknown
YNL254C	YNL254C	unknown	unknown
YNL255C	GIS2	unknown	unknown; gig3 suppressor
YNL256W	FOL1	folate biosynthesis	"dihydroneopterin aldolase, dihydro-6-hydroxymethylpterin pyrophosphokinase, dihydropteroate synthetase"
YNL257C	SIP3	glucose derepression	(putative) transcriptional activator
YNL258C	YNL258C	unknown	unknown
YNL259C	ATX1	oxidative stress response	unknown
YNL260C	YNL260C	unknown	unknown
YNL261W	ORC5	DNA replication	"origin recognition complex, 50 kD subunit"
YNL262W	POL2	DNA replication	polymerase epsilon catalytic subunit	G1
YNL263C	YIF1	unknown	interacts with Yip1p; similar to NADH dehydrogenases	G1
YNL264C	PDR17	drug resistance	unknown	
YNL265C	IST1	salt tolerance (putative)	unknown; similar to Nuf1p	
YNL266W	YNL266W	unknown	unknown; similar to NADH dehydrogenases	
YNL267W	PIK1	cytokinesis	phosphatidylinositol 4-kinase	
YNL268W	LYP1	transport	lysine permease	
YNL269W	YNL269W	unknown	unknown	
YNL270C	ALP1	transport	basic amino acid permease	
YNL271C	BNI1	"bud site selection, bipolar"	interacts with Rho1p	
YNL272C	SEC2	secretion	GDP/GTP exchange factor for Sec4p	
YNL273W	TOF1	unknown	topoisomerase I interacting factor	G1
YNL274C	YNL274C	unknown	putative alpha-ketoisocaproate reductase	
YNL275W	YNL275W	unknown	unknown; similar to human band 3 anion transport protein	
YNL276C	YNL276C	unknown	unknown	S/G2
YNL277W	MET2	methionine biosynthesis	homoserine O-acetyltransferase	
YNL278W	YNL278W	unknown	unknown	
YNL279W	YNL279W	unknown	unknown	
YNL280C	ERG24	sterol metabolism	C-14 sterol reductase	
YNL281W	HCH1	stress response (putative)	unknown; overexpression suppresses hsp82 mutation	
YNL282W	POP3	rRNA and tRNA processing	RNase P and RNase MRP subunit	
YNL283C	WSC2	cell wall biogenesis	"alpha-1,4-glucan-glucosidase"	S
YNL284C	MRPL10	protein synthesis	"ribosomal protein, mitochondrial L10"	
YNL285W	YNL285W	unknown	unknown	
YNL286W	CUS2	"mRNA splicing, putative"	unknown	
YNL287W	SEC21	secretion	vesicle coat component	
YNL288W	YNL288W	unknown	unknown	
YNL289W	PCL1	cell cycle	G1/S cyclin	G1
YNL290W	RFC3	DNA replication	replication factor C 40 kD subunit	
YNL291C	MID1	transport	Ca(2+) channel component	
YNL292W	PUS4	tRNA processing	pseudouridine synthase	
YNL293W	MSB3	unknown	unknown; suppresses bud emergence mutant	
YNL294C	YNL294C	unknown	unknown	
YNL295W	YNL295W	unknown	unknown	
YNL296W	YNL296W	unknown	unknown	
YNL297C	YNL297C	unknown	unknown	
YNL298W	CLA4	cytokinesis	protein kinase	
YNL299W	TRF5	mitosis	related to DNA topoisomerase I	
YNL300W	YNL300W	unknown	unknown; similar to Mid2p	G1
YNL301C	RPL18B	protein synthesis	ribosomal protein L18B	
YNL302C	RPS19B	protein synthesis	ribosomal protein S19B	
YNL303W	YNL303W	unknown	unknown	
YNL304W	YPT11	signaling (putative)	unknown; similar to Ypt1p and many other ras-like GTPases	G1
YNL305C	YNL305C	unknown	unknown; similar to Aspergillus nidulans negative-acting	
YNL306W	YNL306W	protein synthesis	"ribosomal protein, mitochondrial small subunit"	
YNL307C	MCK1	meiosis	protein kinase	
YNL308C	KRI1	unknown	unknown; similar to Mgm1p	
YNL309W	STB1	unknown	binds Sin3p	G1
YNL310C	YNL310C	unknown	unknown	
YNL311C	YNL311C	unknown	unknown	
YNL312W	RFA2	DNA replication	replication factor A 36 kD subunit	G1
YNL313C	YNL313C	unknown	unknown	
YNL314W	DAL82	transcription	activator of allantoin catabolic genes	
YNL315C	ATP11	ATP synthesis	F1F0-ATPase complex assembly protein	
YNL316C	PHA2	phenylalanine biosynthesis	prephenate dehydratase	
YNL317W	PFS2	mRNA processing	polyadenylation factor subunit	
YNL318C	HXT14	transport	hexose permease	
YNL319W	YNL319W	unknown	unknown	
YNL320W	YNL320W	unknown	unknown; similar to S. pombe bem1/bud5 suppressor (Bem46+)	
YNL321W	YNL321W	unknown	unknown; calcium permease family	
YNL322C	KRE1	cell wall biogenesis	"beta-1,6-glucan assembly"	
YNL323W	YNL323W	unknown	unknown; similar to Ycx1p	
YNL324W	YNL324W	unknown	unknown	
YNL325C	FIG4	mating (putative)	unknown; induced by mating factor	
YNL326C	YNL326C	unknown	unknown; similar to Akr1p and Ydr126p	M/G1
YNL327W	EGT2	cell cycle	unknown	M/G1
YNL328C	MDJ2	protein folding	mitochondrial chaperonin	M/G1
YNL329C	PEX6	peroxisome biogenesis	ATPase (putative)	
