				y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72	21clb2	y80n8a	16cln3	y80n9bf
4265	1.861	0.65	YBR263W	0.40746	1.68871	-1.72795	-2.00297	-3.17596	-2.90406	-2.03132	-0.27321	0.94337	2.66892	1.97464	1.65684	0.53777	0.07856	-0.79838	1.7883	0.01862	1.57226	0.47065	1.31651	0.88963	-2.19131
4266	1.861	0.58	YDL049C	-6.81905	9.86857	-0.49271	-0.26774	-0.98531	-0.10706	-1.07503	3.25356	0.11496	0.80268	-1.71022	-3.12048	-3.41968	-2.14447	-3.064	1.26551	0.06757	2.00362	-0.57388	1.1748	-0.10486	-1.30304
4267	1.861	0.21	YCL037C	1.2759	-0.55882	-1.54742	-1.51755	-1.92548	-1.68786	-1.46557	-0.55755	0.40388	1.58274	2.16343	1.87183	1.37663	1.09507	0.75336	1.7319	0.11193	0.86063	0.86214	-0.92034	0.43959	-0.71853
4268	1.862	0.894	YCL058C	-0.32735	2.00398	-0.41959	-1.1039	-2.66746	-2.8786	-1.84768	-0.18974	1.55586	2.50732	1.23373	0.3044	-1.46349	-1.77692	-2.73119	-0.17254	-0.40247	1.18049	3.62083	2.57028	-1.01629	-3.04642
4269	1.862	0.739	YDR190C	1.18043	-0.18511	-0.26405	-1.15743	-2.49475	-2.30574	-1.3781	-0.63863	1.27928	2.11811	1.68175	1.11163	-0.62849	-1.25139	-1.85538	-0.34755	-0.5201	0.64784	1.7416	3.40326	-0.20081	-2.68741
4270	1.862	0.806	YCL056C	-0.08939	2.21118	-1.47664	-2.1316	-3.9318	-4.04057	-2.84687	-0.05752	1.56778	4.01993	2.38602	1.69157	-0.26618	-0.35437	-1.81619	2.05688	0.02772	2.68001	2.09092	1.54065	-1.23701	-1.60989
4271	1.862	0.783	YDR114C	-1.1251	2.65594	-1.19843	-1.99472	-3.87151	-3.54773	-3.33215	0.81059	2.00666	4.65394	3.15684	1.60723	-0.89402	-0.09504	-1.35026	2.96971	-0.10863	3.45843	3.1582	-0.23701	-3.36777	0.40589
4272	1.862	0.067	YJL062W	0.17164	1.28475	-0.62415	-1.18406	-1.08898	-3.86778	0.05126	-0.08467	-3.38148	2.42749	-2.71216	0.84378	0.64669	1.31428	-4.01505	-0.27777	3.00038	5.34198	-9.75755	4.14704	-0.09821	3.2316
4273	1.863	0.791	YER139C	-1.11687	2.22377	0.94501	-0.00803	-1.23688	-1.68292	-1.10347	0.01971	1.18562	1.41736	0.01873	-1.0378	-2.73349	-2.64021	-3.53053	-2.01981	-0.49329	0.62825	4.63262	3.87213	-2.9865	-2.6093
4274	1.863	0.812	YDL224C	0.61434	1.23567	-0.61619	-1.62414	-3.18443	-3.26376	-1.76586	-0.40117	1.23632	3.02385	1.32017	1.15278	-0.93609	-1.41087	-2.74593	-0.05552	-0.14929	1.7104	-0.15072	4.19397	-0.56234	-1.85468
4275	1.864	0.14	YOR026W	1.46534	-2.03213	1.28923	0.16911	-1.06856	0.13928	1.62871	0.24088	1.8736	0.61886	-0.34652	-0.17662	-2.42104	-3.75969	-2.9755	-2.50291	-1.40769	-1.13512	-5.96341	3.625	4.33567	-0.84643
4276	1.864	0.633	YER160C	0.13234	0.35245	-0.84685	-1.59861	-2.70499	-1.09096	-1.42973	0.65116	1.98458	2.4636	3.33273	1.2419	-0.62406	-0.65241	-0.30955	1.42393	-0.74413	1.01839	1.2331	-2.05219	-0.79672	0.65111
4277	1.864	0.455	YDL084W	1.27102	0.19644	-1.39896	-1.67106	-2.72528	-2.34146	-1.28129	-0.55718	0.92904	2.03193	1.69792	1.69429	0.64144	-0.21053	-0.67914	1.11534	-0.22656	0.74674	-0.85059	1.54563	2.48343	-2.44821
4278	1.865	0.574	YFL048C	0.23839	0.83298	-1.41814	-1.68896	-3.26655	-2.1136	-1.83398	0.39623	2.05759	2.99698	2.88577	1.91221	0.32365	-0.18222	0.07126	2.90777	-0.73643	1.20453	0.78377	-1.16606	1.10696	-1.05852
4279	1.865	0.489	YDR432W	1.8484	-0.13372	-2.44738	-3.22982	-5.17416	-4.30438	-3.20343	-0.3205	2.10521	5.08856	4.5304	3.80243	1.26339	0.80125	-0.13464	3.71366	-0.15603	2.94938	-0.46459	-0.30655	-0.13708	0.11498
4280	1.866	0.477	YMR231W	-0.61106	2.28363	-0.79594	-1.23045	-2.0954	-2.62342	-0.79364	0.40987	-0.24245	2.27221	-0.56398	0.51264	-0.53878	-0.6342	-2.64259	0.64719	0.71573	2.48444	-4.80314	2.90357	0.77113	0.36055
4281	1.866	0.522	YOR265W	-5.85736	10.2142	-1.25157	-0.86532	-1.34524	0.03216	-0.96402	2.64922	0.60583	0.94373	-0.74372	-2.09462	-2.027	-1.17373	-1.33195	1.82244	0.03783	1.55806	-0.60102	-0.5383	0.85244	-1.34723
4282	1.866	0.4	YLL063C	-0.26246	-1.57768	2.42694	1.03917	0.35986	1.33196	0.62619	1.18363	2.12645	1.18379	0.53464	-0.9429	-4.59821	-3.63076	-2.97746	-3.24972	-1.30958	0.19041	0.13905	0.42507	-3.41879	3.15195
4283	1.867	0.641	YNL235C	0.76378	0.51944	-0.05827	-1.00021	-1.81409	-4.57386	-1.91094	-1.32121	-0.31113	3.04429	-0.14494	0.58535	-0.91488	-0.24087	-3.77487	-1.53827	1.4028	3.37922	1.48599	3.82132	-3.57935	-0.07521
4284	1.867	0.397	YDL012C	0.09672	1.66119	-1.99854	-1.83192	-2.76303	-1.8242	-1.61759	0.11328	1.03367	1.98694	2.26735	1.61524	0.99429	0.45963	0.43557	2.58217	-0.27121	0.88446	0.20652	-1.08684	2.63216	-2.17698
4285	1.868	0.675	YDR429C	0.39274	-1.42307	0.9941	-0.518	-2.91686	-0.10347	-0.56682	1.26454	4.45018	2.90221	3.88283	0.70493	-3.27326	-3.86161	-1.92174	-0.15278	-2.61842	-0.39465	2.35533	-1.61101	0.17731	-0.25164
4286	1.868	0.293	YNR057C	-5.99568	9.05019	-1.27535	-0.49049	-0.03663	0.14979	-1.19727	2.54711	-1.28299	0.32358	-1.61872	-2.01869	-0.84405	0.91807	-0.24949	2.63777	1.18016	2.54331	-1.41293	-1.07299	-1.84551	1.57358
4287	1.869	0.429	YNL253W	-1.06897	3.09098	-1.46755	-1.43265	-1.84963	-2.61265	-1.61971	0.1941	-0.80485	1.96816	-0.05792	0.75825	0.78414	1.14889	-0.85082	2.01785	1.12184	2.6526	-2.28788	1.61979	-0.30615	0.15889
4288	1.869	0.873	YLR240W	-0.67746	1.48221	-0.35033	-1.07648	-2.46716	-1.30768	-1.14898	0.93248	1.83917	2.54669	1.80769	0.67077	-1.42734	-1.45436	-1.48172	1.02217	-0.7271	1.28021	-0.71092	0.18716	-0.14269	0.29491
4289	1.869	0.303	YKL117W	-2.50659	2.81293	-0.03696	0.43815	-0.39622	1.7816	0.01502	1.52116	2.0674	-0.82282	0.97198	-1.46688	-1.74102	-2.31361	0.09052	0.76494	-1.94363	-2.2326	4.3183	-2.49372	2.80526	-3.82263
4290	1.869	0.617	YDR403W	-4.33777	4.91212	-0.2157	-0.86033	-2.04644	-1.11211	-2.56861	2.96633	1.05494	3.73567	1.67939	-0.1418	-2.55394	-0.15857	-1.38517	3.31043	0.04292	4.2453	-0.08424	-1.6302	-4.58701	4.10177
4291	1.87	0.771	YFR043C	-1.90461	2.30329	1.43008	0.43138	-0.80012	-0.17644	-0.10632	1.10688	1.65219	1.05491	-0.23633	-1.57532	-3.71394	-3.55206	-3.57442	-2.03929	-1.03986	0.20585	1.1553	2.51901	-1.44195	-0.79397
4292	1.87	0.788	YGR231C	-0.83816	1.37692	0.80831	-0.02455	-1.61636	-0.90733	-0.95104	0.31459	2.25757	1.41038	1.36491	-0.5956	-2.63345	-2.96494	-2.58743	-1.24433	-1.40479	-0.31498	5.39412	1.41482	-1.06687	-3.20822
4293	1.871	0.481	YPL260W	-3.74308	4.37117	1.1025	0.4024	-0.19327	0.13193	0.27909	2.35803	-0.02376	0.90854	-2.05113	-2.34927	-4.29867	-3.23937	-4.59045	-1.6404	-0.04116	1.84911	-4.56002	2.77122	-0.95163	1.8293
4294	1.871	0.685	YKL132C	0.76691	0.30795	-0.66253	-1.62874	-2.84852	-2.77355	-1.77276	-0.1886	1.00686	3.1218	1.8214	1.64108	-0.3775	-0.42217	-1.63273	0.75535	0.05621	2.12332	-1.29164	2.28635	-1.7939	0.87215
4295	1.871	0.105	YMR211W	-4.49242	4.79002	0.60277	0.90782	1.63277	1.80674	0.13321	2.23024	-1.08551	-0.87917	-1.83819	-2.48554	-1.81853	-0.00811	-0.41056	0.41278	0.56045	1.16335	-0.69918	-1.07038	-2.76969	2.76547
4296	1.871	0.866	YGL152C	-1.7367	3.33221	-0.56353	-0.71331	-1.88308	-1.94572	-1.63207	0.40953	0.93717	1.58284	0.61709	-0.37332	-1.25512	-1.28904	-2.01466	0.59575	-0.32937	0.93241	3.07879	1.17363	-0.28152	-2.72178
4297	1.871	0.655	YHL007C	1.30558	-0.27233	-0.98622	-1.65531	-3.23946	-2.93706	-1.75351	-0.43692	1.71149	3.19146	2.41016	2.07118	0.11038	-0.53445	-1.10084	1.36645	-0.4302	1.43122	0.293	0.90371	0.2461	-0.9774
4298	1.872	0.257	YBR272C	2.31458	-1.68552	-1.08284	-1.52618	-2.34743	-2.74312	-1.3959	-1.12832	0.59332	2.41423	1.87004	2.40662	1.40223	0.85168	-0.0491	1.2272	0.25493	1.37256	-0.54235	0.93908	-0.10715	-0.10258
4299	1.872	0.755	YCR083W	-0.91974	2.95048	-1.14644	-1.35977	-2.24911	-2.90333	-2.26834	-0.1577	0.15888	2.30123	0.95793	0.72717	0.07937	0.33801	-1.2766	1.34901	0.49629	2.12011	2.20205	1.63132	-1.73731	-1.42523
4300	1.872	0.836	YIL055C	-3.07466	4.26688	0.7111	-0.05751	-1.18691	-0.96484	-0.98264	1.47106	0.9689	1.67544	-0.36491	-1.5192	-3.40775	-2.65145	-3.60744	-0.85832	-0.38254	1.56358	0.70709	2.31649	-2.32619	-0.09564
4301	1.873	0.744	YER167W	0.64445	0.66315	-1.08749	-1.90544	-3.5172	-2.57748	-1.92412	0.05705	1.83099	3.25645	2.82676	1.84432	-0.37374	-0.80591	-1.25308	1.41776	-0.58142	1.53669	-0.16696	0.90377	0.21912	-0.77424
4302	1.873	0.589	YLR024C	0.45	0.0292	-0.36722	-1.41751	-2.61777	-2.50558	-1.72533	0.27018	1.12463	3.54015	1.93559	1.70086	-0.66602	-0.20906	-1.44968	1.16331	0.12419	2.75392	-1.81331	1.01314	-2.77395	2.73581
4303	1.874	0.245	YML090W	-3.85668	3.77799	1.1008	1.21177	1.4868	1.99256	0.30814	1.8878	-0.08216	-1.05531	-1.28054	-2.61901	-2.50849	-1.25395	-0.90543	-0.6101	-0.27165	-0.01364	1.88502	-0.95996	-2.19987	0.88759
4304	1.874	0.438	YGL136C	0.19564	-0.51201	-0.30556	-0.77477	-1.82293	-1.2454	-1.91121	0.31072	1.79252	2.73944	2.92687	1.67263	-0.03249	0.62312	0.86363	2.3544	-0.56853	1.52069	3.10531	-2.05338	-2.47896	1.29666
4305	1.875	0.381	YHL027W	0.75638	0.68774	-0.83274	-1.33473	-1.79723	-3.04697	-1.33292	-0.73853	-0.67698	2.18831	-0.04494	1.28681	0.60248	0.67179	-1.56561	0.40253	1.10032	2.4405	-2.89454	3.39714	-1.30641	0.78284
4306	1.875	0.281	YMR271C	-1.68405	2.18247	0.97031	0.93803	1.42072	-0.21249	-0.1309	-0.28013	-1.25976	-1.10821	-2.11593	-2.08123	-1.44157	-0.68447	-2.03136	-2.45839	0.67931	0.17806	3.44506	2.66609	-2.9743	-1.25023
4307	1.875	0.301	YDR073W	0.19756	1.08072	-1.84035	-1.71788	-2.39727	-1.96343	-1.8273	0.01374	0.54078	2.1729	2.18634	1.89306	1.47816	1.3902	0.95216	3.00247	0.18193	1.55175	0.07348	-1.37817	0.53028	-0.23614
4308	1.875	0.685	YGR111W	-3.24211	4.27193	0.86608	0.50657	-0.55848	-0.03174	-0.22736	1.38482	1.14963	0.20649	-0.95889	-2.43011	-3.86548	-3.81585	-3.90581	-1.86096	-1.03478	-0.27015	1.92314	2.12346	0.16363	-2.69052
4309	1.876	0.773	YJL210W	0.4513	-0.06092	-0.19818	-1.14915	-2.79818	-2.66347	-2.24716	-0.09699	2.05501	3.5347	2.78684	1.58736	-0.99672	-0.77495	-1.41314	0.97326	-0.5827	1.89367	3.16386	0.1782	-2.8369	0.2473
4310	1.876	0.528	YBR083W	1.07478	0.19794	-1.24975	-1.58288	-2.20184	-2.40145	-1.87936	-0.77995	0.18221	1.97467	1.78958	1.74918	0.85278	0.64481	-0.39239	0.98675	0.26249	1.32255	0.8144	1.71105	-1.15954	-0.87885
4311	1.877	0.056	YDR182W	1.46966	-0.97673	0.41201	0.01526	-0.78242	-0.06284	1.82563	-0.32851	1.03247	-0.39846	-1.19533	-0.3148	-1.42306	-3.4898	-2.83306	-2.65707	-1.03154	-1.88468	-5.05195	3.29891	5.21582	-2.64767
4312	1.877	0.683	YDL176W	0.11966	1.53628	-1.2889	-1.47661	-2.8653	-2.361	-1.72447	-0.18891	1.35111	2.22516	1.96422	1.30843	0.18077	-0.53695	-0.82996	1.54731	-0.53231	0.76234	1.53838	0.55967	1.56369	-2.87841
4313	1.878	0.163	YDR165W	2.79838	-3.20641	-0.91048	-1.47634	-2.42226	-1.89128	-1.30285	-0.87998	1.37353	2.33559	3.14707	2.66722	1.12032	0.50483	0.5493	1.33415	-0.43665	0.67199	0.47323	-0.84802	0.0815	0.25906
4314	1.879	0.153	YEL041W	-1.47145	1.5609	0.99473	1.14198	1.80564	0.35111	-0.05055	-0.41706	-1.11497	-1.64023	-1.73114	-2.11759	-1.15829	-0.42494	-1.21263	-2.40144	0.46448	-0.49189	5.08263	1.52574	-2.87255	-1.64109
4315	1.879	0.901	YGR065C	-2.03334	4.52036	-0.30253	-0.92758	-2.14533	-1.12398	-1.27635	0.82536	1.30501	1.75172	1.12828	-0.23639	-1.54913	-1.55483	-1.78325	0.35095	-0.61487	0.90225	1.13015	1.77032	-0.23785	-1.97113
4316	1.879	0.301	YPL068C	-1.91887	3.17292	0.45607	0.04453	-0.82534	0.41846	0.90253	1.39384	1.02908	0.30861	-1.15427	-1.32736	-2.35019	-2.79871	-2.4261	-0.81811	-0.82012	-0.20436	-5.29628	2.49064	4.09677	-1.16919
4317	1.88	0.48	YDL030W	-1.13859	2.952	-1.64603	-1.38974	-1.85443	-1.65808	-1.85535	0.3159	0.10594	1.65259	1.37354	0.92924	0.84455	1.10455	0.40354	2.47569	0.34752	1.58428	1.06045	-0.93933	-0.30423	-0.64084
4318	1.88	0.637	YFR002W	0.81964	-0.43841	-0.64887	-1.45355	-3.02499	-1.57288	-1.32815	0.28698	2.2313	2.77141	3.08433	1.70595	-0.59141	-1.10581	-0.76793	1.26482	-1.04499	0.80325	-0.18529	-0.58998	0.86208	-0.25189
4319	1.881	0.892	YCR042C	0.35298	0.66071	0.03259	-1.32082	-3.06386	-2.13406	-1.79093	-0.05087	1.82399	2.78599	2.68592	1.17099	-1.28668	-1.64351	-2.09034	-0.02681	-0.8988	1.05253	1.41364	2.92322	-1.66685	-1.15843
4320	1.881	0.513	YDR214W	-1.09375	1.53319	1.6661	0.78477	-1.12066	0.43146	0.87358	0.72764	2.76742	0.13142	-0.13675	-1.77403	-4.08444	-5.44801	-4.09362	-3.08069	-2.39674	-2.16629	1.37308	3.11069	3.81998	-5.14601
4321	1.881	0.844	YER072W	0.37602	0.16517	-0.25366	-1.26276	-2.92088	-1.9036	-1.67438	0.18864	2.09414	2.91727	2.8508	1.37456	-1.08077	-1.33944	-1.44715	0.70646	-0.93542	1.11261	1.36745	0.41533	-1.09461	-0.25817
4322	1.882	0.79	YPR091C	-0.6816	3.05461	-0.71171	-1.53103	-3.31008	-3.64389	-1.75716	0.03058	0.86803	3.19867	0.44405	0.72346	-1.37717	-1.85783	-3.78858	0.13788	-0.03335	2.23768	-2.2256	4.1905	0.49173	-1.66539
4323	1.882	0.253	YDR211W	1.02654	-0.24307	-1.46685	-1.40205	-2.11905	-1.48679	-1.31578	-0.37411	0.88685	1.55973	2.31553	1.76727	1.17516	0.6274	0.72789	1.88818	-0.31109	0.44189	1.0306	-1.28303	1.7328	-1.60087
4324	1.883	0.469	YLR171W	-0.1421	-1.11808	0.61487	-0.21667	-1.74772	0.62162	-0.77748	1.42936	3.30753	2.49807	3.31176	1.14657	-2.04437	-1.8173	0.07421	1.40197	-1.99297	0.19135	1.24731	-2.95338	-1.12218	2.04662
4325	1.883	0.571	YDL143W	-4.5421	8.11499	-1.22834	-0.67711	-1.20947	-0.94817	-1.58583	1.36692	-0.18951	0.66272	-0.61925	-1.39154	-0.96271	-0.45112	-1.27413	1.55001	0.1931	1.26412	1.92424	0.64594	0.46699	-3.09154
4326	1.883	0.558	YPL134C	-1.19154	3.06837	-0.96237	-1.15226	-1.74851	-3.32353	-1.7111	-0.08991	-1.09278	2.13933	-0.5972	0.36767	0.14398	0.61765	-2.25504	0.99841	1.29248	3.05854	-1.647	2.66184	-1.01665	-0.13239
4327	1.883	0.469	YJL207C	-4.11123	6.12985	-0.4137	-0.34154	-0.38981	-0.48292	-1.18956	1.66755	-0.67895	0.93349	-0.94001	-1.28849	-1.24842	0.11267	-1.16007	1.26056	0.75203	2.28451	-0.91707	0.42169	-2.89187	1.81076
4328	1.885	0.538	YLR324W	0.33199	0.87895	0.78001	-0.17094	-1.059	-2.55582	-0.23754	-0.88329	-0.09156	1.20891	-1.52582	-0.54473	-2.08141	-2.57709	-4.67752	-3.24697	0.25889	0.94355	-1.58815	5.87446	-0.64502	-1.56395
4329	1.885	0.38	YOL004W	0.25097	1.2229	-1.50017	-1.81827	-2.50494	-2.90529	-1.9962	-0.16219	-0.1069	2.87297	1.38568	1.9608	1.11028	1.37703	-0.31289	2.31948	0.81821	2.79593	-2.36669	0.89193	-1.19629	1.49381
4330	1.886	0.578	YGR011W	-2.70347	4.44077	-1.26479	-0.81377	-1.61283	-3.04132	-2.84187	-0.01633	-0.40804	1.28464	0.43242	-0.51959	0.35204	0.95005	-0.91466	2.36352	0.56914	1.75869	5.39644	0.42422	-1.15755	-3.1549
4331	1.886	0.765	YCL050C	-0.84562	1.21498	1.50884	0.34866	-1.12404	-1.26341	-0.4493	0.13816	1.60603	1.42383	-0.12591	-1.08692	-3.76803	-3.96509	-4.60779	-3.11058	-1.06049	0.17315	1.81202	3.56293	-1.60389	-1.51978
4332	1.886	0.888	YDR048C	-1.77012	2.77371	-0.22872	-0.78945	-1.98702	-1.05435	-1.3905	1.11297	1.35395	2.20381	1.48276	0.20645	-1.49933	-1.13486	-1.38632	1.11312	-0.56823	1.44466	0.24782	-0.19513	-1.24112	0.59657
4333	1.886	0.496	YJR084W	-4.53952	8.04155	-1.39679	-0.90763	-1.07317	-0.95139	-1.64904	1.54534	-0.63053	1.00507	-0.68066	-1.04982	-0.59348	0.38259	-0.79839	2.05534	0.72584	2.12237	-0.27797	0.18339	-1.10664	-0.31149
4334	1.886	0.757	YHR079C	-2.66681	5.84148	-1.493	-1.64209	-2.66507	-2.26761	-2.39295	0.84157	0.43436	2.48451	1.16183	0.39642	-0.51338	-0.09073	-1.31712	2.01471	0.20022	2.30205	0.37613	0.9593	-1.15477	-0.84346
4335	1.887	0.426	YER033C	-0.19316	-1.5374	1.31196	0.0523	-1.23302	0.65734	-0.42782	1.49913	2.77279	2.50683	2.66072	0.70837	-2.72876	-2.02359	-0.88715	0.21968	-1.5348	0.86361	-0.26607	-2.16041	-2.92008	4.13239
4336	1.887	0.548	YIL086C	-2.08263	3.33161	0.23183	-0.18532	-0.49421	-1.37893	-0.7145	0.61229	-0.7914	1.06904	-1.38928	-0.90165	-1.54926	-0.78426	-2.72808	-0.6392	0.72628	2.04238	-2.17691	3.00705	-1.93971	0.96811
4337	1.887	0.682	YCR106W	0.555	0.95972	-1.06032	-1.8703	-3.17045	-3.23668	-2.35197	-0.38774	0.79612	3.34305	2.18368	1.99711	0.12132	0.07287	-1.38949	1.31401	0.13549	2.35484	-0.55616	2.01476	-1.89465	0.43428
4338	1.888	0.444	YOR018W	0.26545	0.94029	-1.16314	-1.62911	-2.46999	-2.72032	-1.81815	-0.06634	0.18812	2.9094	1.41793	1.83999	0.65688	0.87572	-0.6417	1.9599	0.5678	2.62365	-2.38459	0.94283	-1.17631	1.57386
4339	1.888	0.304	YHL035C	0.90894	-0.0018	-1.52103	-1.76095	-2.27095	-2.15954	-1.84547	-0.342	0.28812	2.32975	2.20031	2.09213	1.21905	1.28529	0.42023	2.04969	0.39093	1.81567	-0.74125	-0.43118	-1.19779	1.24573
4340	1.889	0.306	YLR310C	0.77239	0.21772	-1.43263	-1.78061	-2.51501	-2.5712	-1.85919	-0.20195	0.2856	2.85766	1.94462	2.2593	1.2368	1.37167	0.17771	2.44194	0.5267	2.41925	-2.04195	0.01431	-0.95389	1.69284
4341	1.889	0.699	YDR138W	-0.11536	2.49915	-2.15775	-2.98574	-5.92673	-5.0094	-3.85703	0.28114	2.65855	5.95677	4.3572	3.39417	0.16062	-0.37283	-1.60021	4.24687	-0.75419	3.40339	-0.07948	0.13755	0.29426	-0.90025
4342	1.889	0.335	YDR010C	0.5139	-1.18227	2.24491	0.58887	-0.54026	-0.59652	0.67374	0.01923	0.93531	1.02558	-0.94218	-0.57793	-2.7059	-3.00311	-3.55229	-2.91621	-0.66176	0.2293	-4.24396	6.22701	-1.42262	1.38924
4343	1.889	0.588	YLR284C	-2.94734	5.87875	-1.33864	-1.29411	-1.76847	-2.38658	-2.16419	0.7148	-0.83921	1.97183	-0.26873	-0.00308	-0.13427	0.69772	-1.41583	1.85052	1.01839	2.88995	-1.1201	1.909	-1.93078	0.24014
4344	1.89	0.56	YDR046C	-1.34013	2.28564	-0.74363	-0.90459	-2.14636	-0.24547	-0.76531	1.26422	1.8994	1.60487	1.96915	0.42176	-0.95067	-1.2766	-0.38597	1.74646	-1.15272	0.25323	-0.58998	-1.8865	2.56832	-0.9691
4345	1.891	0.727	YGR249W	-0.44926	2.33936	-1.14149	-1.38177	-2.32677	-2.78915	-2.12993	-0.35872	0.16726	2.26303	1.18021	1.1459	0.35778	0.34818	-1.09485	1.31669	0.30843	1.84347	1.04498	1.60149	-1.01526	-1.21414
4346	1.891	0.411	YMR068W	-3.46876	4.0203	-0.24151	0.21619	-0.57541	1.34217	-0.40679	2.00341	1.2969	-0.2845	0.52863	-1.39627	-1.70863	-1.77015	-0.27187	1.59567	-1.44059	-0.95811	1.79708	-1.94588	2.02719	-2.1327
4347	1.891	0.449	YKL123W	-3.76159	4.03073	1.07405	1.04379	0.70259	1.52261	0.12111	1.77113	0.59038	-0.64953	-0.86399	-2.45882	-2.94913	-2.2404	-1.71218	-0.84898	-0.83906	-0.39251	2.142	-0.33995	-0.90528	-0.63436
4348	1.892	0.96	YDR196C	-0.66897	1.87605	-0.19282	-0.9127	-2.5479	-1.82058	-1.53637	0.26602	1.66753	2.33755	1.80098	0.65168	-1.35655	-1.70581	-2.00754	0.36356	-0.91869	0.84163	1.30635	1.25118	-0.06293	-1.62975
4349	1.892	0.591	YBR283C	0.77634	0.70955	-1.2022	-1.48973	-2.70361	-2.43573	-1.58156	-0.56035	0.93116	2.12962	1.81699	1.63012	0.48951	-0.26531	-0.83694	1.14043	-0.34269	0.82114	0.1769	1.27312	1.6391	-2.35538
4350	1.892	0.777	YGR061C	0.1311	1.58715	-1.17375	-1.74665	-3.38326	-2.76605	-2.26307	-0.19519	1.46214	2.98361	2.66513	1.75411	-0.10077	-0.58344	-1.23624	1.48212	-0.57799	1.38811	1.17194	0.9385	0.29991	-1.86443
4351	1.893	0.514	YDR524C	0.38057	1.29981	-1.05751	-1.141	-1.6473	-2.73384	-1.61125	-0.96933	-0.51267	1.49993	0.35485	1.07875	0.95715	0.74109	-0.90823	0.65063	0.67691	1.43782	0.55811	2.41578	-0.52079	-1.601
4352	1.893	0.518	YNL293W	-5.50136	9.96487	-1.10508	-0.70866	-1.15011	-0.41664	-1.21888	1.98174	-0.02953	0.84369	-1.00408	-1.70465	-1.51294	-0.75319	-1.42166	1.48612	0.22391	1.6069	-0.95504	0.54003	0.25678	-1.22421
4353	1.893	0.457	YER165W	1.06041	0.46118	-1.39729	-1.45321	-2.25761	-2.50411	-1.74524	-0.9957	0.27412	1.69364	1.62174	1.71528	1.16313	0.54216	-0.30346	1.11968	0.0479	0.80314	1.3867	1.35672	0.97826	-2.70732
4354	1.895	0.523	YDR027C	-6.37497	10.7553	-2.75695	-2.0038	-3.08559	-2.04219	-3.44924	2.56869	-0.01172	2.73808	1.21931	-0.23232	-0.21603	1.00874	-0.33869	5.29395	0.41086	3.47431	0.3482	-2.13225	-0.08417	-0.815
4355	1.896	0.629	YBR095C	-0.55658	2.63182	-1.59819	-1.54419	-2.70736	-2.88104	-2.53351	-0.43654	0.5418	2.26852	1.94183	1.4114	0.8614	0.59422	-0.41	2.16431	-0.02406	1.42373	3.11867	0.2965	-0.0413	-2.70226
4356	1.897	0.742	YER051W	0.08793	1.93304	-0.95318	-1.38522	-2.67782	-3.5915	-2.52233	-1.02453	0.31171	2.54061	1.38893	1.37029	0.2704	-0.03168	-1.80438	0.64233	0.15631	1.70784	2.74134	2.75347	-1.39704	-2.50307
4357	1.897	0.876	YLR250W	-1.70102	2.17299	1.08832	0.2228	-1.2544	-0.49632	-0.5952	0.79164	1.69044	1.32774	0.58456	-0.80201	-2.94771	-3.03763	-2.98186	-1.25212	-1.27378	0.1239	1.39004	1.64426	-0.775	-1.08758
4358	1.898	0.135	YPR046W	-1.36889	1.87392	-0.48762	-0.53755	-0.28505	-1.54752	-1.28644	0.45017	-1.69324	1.41786	-0.42066	0.35591	0.65648	2.20218	-0.18629	1.73195	1.54386	3.25525	-1.78312	0.43631	-2.49651	2.57919
4359	1.898	0.725	YDR306C	-1.50832	3.65558	-1.6385	-1.81045	-3.611	-2.66443	-2.62323	0.62426	1.50122	3.20345	2.63033	1.51089	-0.04904	-0.30066	-0.84803	3.05187	-0.63715	1.81586	0.87655	-0.57139	0.92563	-1.68267
4360	1.899	0.553	YGR233C	1.33983	-0.91548	-0.97542	-1.75109	-3.47291	-2.38572	-2.09311	-0.23837	2.1323	3.37118	3.82602	2.57972	0.18788	-0.33255	-0.3418	1.90449	-0.92604	1.22515	0.99297	-0.95281	-0.12119	-0.10545
4361	1.899	0.641	YLR199C	-3.36643	6.01895	-1.73234	-1.21766	-2.66568	-2.26135	-2.62925	0.83479	0.62706	1.75077	1.23805	0.02739	-0.04912	-0.21283	-0.88702	3.13892	-0.45549	1.1644	3.2931	-0.38388	1.44604	-3.95782
4362	1.899	0.797	YJL166W	-2.25059	3.60084	0.91857	0.27003	-1.09415	-0.94059	-0.7343	0.49862	0.99579	0.91259	-0.32761	-1.23461	-2.75773	-2.93799	-3.45506	-1.57626	-0.93422	0.13651	1.77226	3.13009	-0.37793	-2.62619
4363	1.901	0.576	YDR269C	-0.43954	0.50518	-0.43528	-1.08443	-2.43789	-0.62516	-1.35086	0.91832	2.21246	2.39951	3.34568	1.19522	-0.86062	-0.85563	-0.14684	1.68929	-1.15145	0.78571	1.07388	-2.96474	-0.44947	1.07741
4364	1.902	0.857	YGR135W	-0.0861	1.05488	0.19159	-0.99971	-4.34626	-2.67505	-1.98689	0.11991	4.20227	3.79335	3.46556	1.31341	-2.98106	-4.56203	-3.82975	-0.14784	-2.79941	-0.23766	2.9762	1.09962	1.65791	-3.73884
