Alpha&Cls				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YMR226C	YMR226C	unknown	"unknown; similar to insect-type alcohol dehydrogenase,"	
YMR228W	MTF1	transcription	mitochondrial RNA polymerase specificity factor	
YMR229C	RRP5	rRNA processing	unknown; required for pre-rRNA cleavage	
YMR231W	PEP5	vacuole biogenesis	unknown; vacuolar peripheral membrane protein	
YMR235C	RNA1	RNA export	GTPase activating protein for Gsp1p	
YMR237W	YMR237W	unknown	unknown; similar to Chs6p/Csd3p	
YMR238W	DFG5	pseudohyphal growth	unknown	S
YMR240C	CUS1	mRNA splicing	U2 snRNP protein	
YMR242C	RPL20A	protein synthesis	ribosomal protein L20A	
YMR244W	YMR244W	unknown	unknown; similar to Nca3p	
YMR246W	FAA4	fatty acid metabolism	long-chain-fatty-acid--CoA ligase	M/G1
YMR252C	YMR252C	unknown	unknown	
YMR255W	GFD1	RNA processing (putative)	unknown; affects DEAD box protein activity	
YMR257C	PET111	protein synthesis	translation activator of COX2	
YMR258C	YMR258C	unknown	unknown	
YMR259C	YMR259C	unknown	unknown	
YMR260C	TIF11	protein synthesis	translation initiation factor eIF1a	
YMR261C	TPS3	trehalose utilization	"alpha,alpha-trehalose-phosphate synthase"	
YMR262W	YMR262W	unknown	unknown	
YMR263W	YMR263W	unknown	unknown	
YMR264W	CUE1	"protein degradation, ubiquitin-mediated"	recruits enzyme Ubc7p to membrane	
YMR265C	YMR265C	unknown	unknown	
YMR266W	YMR266W	unknown	unknown	
YMR267W	PPA2	oxidative phosphorylation	"inorganic pyrophosphatase, mitochondrial"	
YMR268C	PRP24	mRNA splicing	U4/U6 snRNP protein	
YMR269W	YMR269W	unknown	unknown	
YMR270C	RRN9	transcription	component of upstream activation factor complex (UAF)	
YMR271C	URA10	pyrimidine biosynthesis	orotate phosphoribosyltransferase	
YMR272C	SCS7	fatty acid metabolism	ceramide hydroxylase	
YMR274C	RCE1	protein processing	"protease, acts on Ras and a-factor C-termini"	
YMR275C	BUL1	"protein degradation, ubiquitin-mediated"	unknown; binds Rsp5p ubiquitin ligase	
YMR276W	DSK2	spindle pole body dupl	ubiquitin-like protein	
YMR278W	YMR278W	unknown	unknown; similar to phosphomannomutase	S/G2
YMR280C	CAT8	gluconeogenesis	transcription factor	
YMR281W	GPI12	protein processing (putative)	N-acetylglucosaminylphosphatidylinositol de-N-acetylase	
YMR282C	AEP2	protein synthesis	translation of ATP9/OLI1 mRNA	
YMR283C	RIT1	tRNA processing	initiator methionine tRNA 2'-O-ribosyl phosphate transferase	
YMR284W	YKU70	DNA repair	DNA binding; Ku70 homolog	
YMR285C	YMR285C	unknown	unknown	
YMR287C	MSU1	mitochondrial biogenesis	component of 3'-5' exonuclease complex 	
YMR288W	YMR288W	unknown	unknown	
YMR289W	YMR289W	unknown	unknown	
YMR290C	HAS1	unknown	RNA helicase	
YMR291W	YMR291W	unknown	unknown	
YMR293C	YMR293C	unknown	unknown; similar to amidase	
YMR295C	YMR295C	unknown	unknown	S
YMR296C	LCB1	sphinogolipid metabolism	serine palmitoyltransferase component	
YMR297W	PRC1	sporulation	carboxypeptidase Y	
YMR298W	YMR298W	unknown	unknown	
YMR299C	YMR299C	unknown	unknown	
YMR300C	ADE4	purine biosynthesis	amidophosphoribosyltransferase	
YMR301C	ATM1	transport	regulator of mit. iron transporter	
YMR302C	PRP12	rRNA processing	mitochondrial inner membrane protein	
YMR303C	ADH2	glycolysis	alcohol dehydrogenase II	
YMR304W	UBP15	"protein degradation, ubiquitin-mediated"	putative deubiquitinating enzyme	
YMR305C	SCW10	cell wall biogenesis	glucanase (putative)	G1
YMR306W	FKS3	unknown	unknown; similar to Gls1p and Gls2p	
YMR307W	GAS1	unknown	cell surface glycoprotein	G1
YMR309C	NIP1	nuclear protein targeting	"unknown, similar to NSR1"	
YMR310C	YMR310C	unknown	unknown	
YMR311C	GLC8	"mitosis, chromosome segregation"	unknown; regulates Glc7p	
YMR312W	YMR312W	unknown	unknown	
YMR313C	YMR313C	unknown	unknown	
YMR314W	PRE5	protein degradation	20S proteasome subunit(alpha6)	
YMR316W	YMR316W	unknown	unknown	
YMR317W	YMR317W	unknown	unknown	
YMR318C	YMR318C	unknown	unknown; similar to alcohol-dehydrogenases	
YMR319C	FET4	transport	iron transporter	
YMR320W	YMR320W	unknown	unknown	
YMR321C	YMR321C	unknown	unknown	
YMR322C	YMR322C	unknown	unknown	
YMR323W	YMR323W	unknown	unknown; similar to enolases (phosphopyruvate hydratase)	
YMR326C	YMR326C	unknown	unknown; similar to members of the PAU1 family	
YNL001W	DOM34	protein synthesis (putative)	unknown	
YNL003C	PET8	mitochondrial protein targeting	mitochondrial carrier family	S/G2
YNL004W	HRB1	unknown	RNA binding protein (putative)	
YNL005C	MRP7	protein synthesis	"ribosomal protein, mitochondrial large subunit"	
YNL006W	LST8	secretion	unknown; post-Golgi	
YNL007C	SIS1	translation	"heat shock protein, homolog of E. coli DnaJ "	
YNL008C	YNL008C	unknown	"unknown; similar to Mdj2p, E. coli DnaJ, and other DnaJ-like"	
YNL009W	IDP3	TCA cycle	isocitrate dehydrogenase	
YNL010W	YNL010W	unknown	unknown	
YNL011C	YNL011C	unknown	unknown	
YNL012W	SPO1	meiosis (spor.)	transcriptional regulator	
YNL013C	YNL013C	unknown	unknown	
YNL014W	YNL014W	unknown	"unknown; similar to translation elongation factor Yef3p,"	
YNL015W	PBI2	unknown	protease inhibitor	G1
YNL016W	PUB1	mRNA processing	poly(A)+ RNA-binding protein	
YNL018C	YNL018C	unknown	unknown; similar to Drosophila melanogaster	
YNL020C	ARK1	unknown	protein kinase	
YNL022C	YNL022C	unknown	unknown	
YNL024C	YNL024C	unknown	unknown	
YNL026W	YNL026W	unknown	unknown	
YNL028W	YNL028W	unknown	unknown	
YNL029C	KTR5	protein glycosylation	putative mannosyltransferase	
YNL030W	HHF2	chromatin structure	histone H4	S
YNL031C	HHT2	chromatin structure	histone H3	S
YNL032W	SIW14	cell cycle	tyrosine phosphatase	
YNL033W	YNL033W	unknown	unknown	
YNL034W	YNL034W	unknown	unknown; similar to Ynl018p	
YNL035C	YNL035C	unknown	unknown	
YNL036W	NCE103	"secretion, non-classical"	unknown	
YNL037C	IDH1	TCA cycle	isocitrate dehydrogenase	G2/M
YNL038W	YNL038W	unknown	unknown	
YNL040W	YNL040W	unknown	unknown	
YNL044W	YIP3	unknown	unknown; interacts with Ypt protein(s)	
YNL046W	YNL046W	unknown	unknown	M/G1
YNL047C	YNL047C	unknown	unknown; similar to Ask10p	
YNL048W	ALG11	protein glycosylation	unknown	
YNL049C	SFB2	unknown	unknown; similar to Sec24p; binds Sed3p and Sec23p	
YNL050C	YNL050C	unknown	unknown	
YNL051W	YNL051W	unknown	unknown	
YNL052W	COX5A	oxidative phosphorylation	cytochrome-c oxidase subunit Va	
YNL053W	MSG5	"signaling, pheromone pathway"	dual-specificity protein phosphatase	
YNL054W	VAC7	vacuole biogenesis	unknown; vacuolar integral membrane protein	
YNL055C	POR1	transport	mitochondrial outer membrane porin	
YNL056W	YNL056W	unknown	unknown	G2/M
YNL057W	YNL057W	unknown	unknown	G2/M
YNL058C	YNL058C	unknown	unknown	G2/M
YNL059C	ARP5	cytoskeleton (putative)	actin-related protein	
YNL061W	NOP2	nuclear organization	nucleolar protein	
YNL062C	GCD10	protein synthesis	translation initiation factor eIF3 RNA-binding subunit	
YNL063W	YNL063W	unknown	unknown; similar to Mycoplasma protophorphyrinogen oxidase	
YNL064C	YDJ1	mitochondrial and ER protein targeting	HSP70 associated chaperone	
YNL067W	RPL9B	protein synthesis	ribosomal protein L9B	
YNL069C	RPL16B	protein synthesis	ribosomal protein L16B	
YNL071W	LAT1	glycolysis	dihydrolipoamide S-acetyltransferase	
YNL073W	MSK1	protein synthesis	"tRNA synthetase, mitochondrial, lysyl"	
YNL075W	IMP4	rRNA processing	U3 snoRNP protein	
YNL077W	YNL077W	unknown	unknown; similar to E. coli DnaJ and other DnaJ-like proteins	
YNL078W	YNL078W	unknown	unknown	M/G1
YNL079C	TPM1	cytoskeleton	tropomyosin	
YNL080C	YNL080C	unknown	unknown	
YNL081C	YNL081C	unknown	unknown; similar to mitochondrial ribosomal protein S13 of	
YNL082W	PMS1	DNA repair	MutL homolog; mismatch repair	G1
YNL084C	END3	endocytosis	actin cytoskeleton regulatory complex component	
YNL085W	MKT1	viral propagation	retroviral protease signature protein	
YNL086W	YNL086W	unknown	unknown	
YNL087W	YNL087W	unknown	unknown	
YNL089C	YNL089C	unknown	unknown	
YNL091W	YNL091W	unknown	unknown; similar to Uso1p and human NF2 neurofibromatosis	
YNL093W	YPT53	endocytosis	"GTP-binding protein, rab family"	
YNL097C	PHO23	phosphate signaling	transcriptional regulator of PHO5	
YNL099C	YNL099C	unknown	unknown	
YNL102W	POL1	DNA replication	polymerase alpha 180 kD subunit	G1
YNL104C	LEU4	leucine biosynthesis	2-isopropylmalalate synthase	
YNL106C	INP52	endocytosis (putative)	inositol polyphosphate 5-phosphatase	
YNL107W	YNL107W	unknown	unknown; similar to human AF-9 protein	
YNL109W	YNL109W	unknown	unknown	
YNL110C	YNL110C	unknown	unknown	
YNL111C	CYB5	lipid metabolism	cytochrome b5	G2/M
YNL112W	DBP2	mRNA decay	RNA helicase	
YNL117W	MLS1	glyoxylate cycle	malate synthase	
YNL119W	YNL119W	unknown	unknown	
YNL121C	TOM70	mitochondrial protein targeting	outer membrane translocase component	
YNL123W	YNL123W	unknown	unknown	
YNL125C	ESBP6	unknown	unknown; similar to mammalian monocarboxylate transporters	
YNL126W	SPC98	cytoskeleton	spindle pole body component	G1
YNL127W	YNL127W	unknown	unknown; similar to Fus2p	
YNL130C	CPT1	phospholipid metabolism	diacylglycerol cholinephosphotransferase	
YNL131W	TOM22	mitochondrial protein targeting	outer membrane translocase component	
YNL132W	YNL132W	unknown	unknown; similar to Achlya ambisexualis antheridiol steroid	
YNL133C	YNL133C	unknown	unknown	
YNL134C	YNL134C	unknown	unknown; similar to C. carbonum toxD gene	M/G1
YNL135C	FPR1	protein folding	peptidyl-prolyl cis-trans isomerase	
YNL136W	YNL136W	unknown	unknown; similar to mature-parasite-infected	
YNL137C	NAM9	protein synthesis	"ribosomal protein, mitochondrial S4 (putative)"	
YNL139C	RLR1	transcription	pleiotropic regulatory protein	
YNL141W	AAH1	purine metabolism	adenine deaminase	
YNL143C	YNL143C	unknown	unknown	
YNL145W	MFA2	mating	a-factor precursor	G2/M
YNL147W	LSM7	mRNA splicing (putative)	similar to snRNA-associated protein	
YNL149C	YNL149C	unknown	unknown	
YNL150W	YNL150W	unknown	unknown	
YNL151C	RPC31	transcription	RNA polymerase III 31 kD subunit	
YNL154C	YCK2	unknown	protein kinase	
YNL155W	YNL155W	unknown	unknown	
YNL156C	YNL156C	unknown	unknown	
YNL157W	YNL157W	unknown	unknown	
YNL158W	YNL158W	unknown	unknown	
YNL160W	YGP1	diauxic shift	unknown; response to nutrient limitation	M/G1
YNL161W	CBK1	cell wall biosynthesis (putative)	protein kinase	
YNL163C	YNL163C	protein synthesis	translation elongation factor eEF4	
YNL165W	YNL165W	unknown	unknown	G1
YNL167C	SKO1	transcription	CREB-like transcriptional repressor	
YNL169C	PSD1	phospholipid metabolism	phosphatidylserine decarboxylase	G1
YNL171C	YNL171C	unknown	unknown	G2/M
YNL172W	APC1	mitosis	anaphase-promoting complex subunit	G2/M
YNL173C	MDG1	"signaling, pheromone pathway"	unknown	M/G1
YNL175C	YNL175C	unknown	"unknown; similar to Nsr1p, has two RNA recognition (RRM)"	
YNL176C	YNL176C	unknown	unknown	S/G2
YNL177C	YNL177C	unknown	unknown	
YNL178W	RPS3	protein synthesis	ribosomal protein S3	
YNL179C	YNL179C	unknown	unknown	
YNL180C	RHO5	signaling	Rho family GTPase	
YNL182C	YNL182C	unknown	unknown	
YNL183C	NPR1	transport	protein kinase; regulates activity of nitrogen source transporters	
YNL184C	YNL184C	unknown	unknown	
YNL185C	MRPL19	protein synthesis	"ribosomal protein, mitochondrial L19"	
YNL197C	WHI3	cell size	unknown	S/G2
YNL198C	YNL198C	unknown	unknown	
YNL199C	GCR2	glycolysis	transcriptional activator	
YNL202W	SPS19	sporulation	"peroxisomal 2,4-dienoyl-CoA reductase"	
YNL203C	YNL203C	unknown	unknown; similar to Bacillus subtilis	
YNL204C	SPS18	sporulation	unknown	
YNL205C	YNL205C	unknown	unknown	
YNL207W	YNL207W	unknown	unknown	
YNL208W	YNL208W	unknown	unknown	G1
YNL209W	SSB2	translation	cytosolic HSP70	
YNL216W	RAP1	transcription	transcriptional repressor and activator	S/G2
YNL219C	ALG9	protein glycosylation	mannosyltransferase	
YNL221C	POP1	rRNA and tRNA processing	RNase P and RNase MRP subunit	
YNL222W	SSU72	transcription	nuclear protein	
YNL223W	AUT2	autophagy	microtubule-associated protein (putative)	
YNL225C	CNM67	cytoskeleton	spindle pole body component	G1
YNL226W	YNL226W	unknown	unknown	
YNL227C	YNL227C	unknown	unknown; similar to E. coli DnaJ and other DnaJ-like	
YNL228W	YNL228W	unknown	unknown	
YNL229C	URE2	catabolite repression	inhibitor of Gln3p regulator	
YNL230C	ELA1	transcription (putative)	elongin A homolog	
YNL231C	PDR16	drug resistance	unknown	G1
YNL232W	CSL4	"mitosis, chromosome segregation"	unknown	
YNL233W	BNI4	cytokinesis	may link chitin synthase to septins	G1
YNL235C	YNL235C	unknown	unknown	
YNL239W	LAP3	protein degradation	aminopeptidase of cysteine protease family	
YNL241C	ZWF1	pentose phosphate cycle	glucose-6-phosphate dehydrogenase	
YNL242W	YNL242W	unknown	unknown	
YNL243W	SLA2	cytoskeleton	talin-like protein	
YNL244C	SUI1	protein synthesis	translation initiation factor 3 (eIF3)	
YNL245C	YNL245C	unknown	unknown	
YNL246W	YNL246W	unknown	unknown; similar to Drosophila melanogaster SET protein	
YNL248C	RPA49	transcription	RNA polymerase I 46 kD subunit	
YNL249C	MPA43	unknown	unknown; similar to YDR109c	
YNL250W	RAD50	DNA repair	DNA binding protein	
YNL251C	NRD1	transcription	elongation; also mRNA abundance	
YNL252C	MRPL17	protein synthesis	"ribosomal protein, mitochondrial L17"	
YNL253W	YNL253W	unknown	unknown	
YNL255C	GIS2	unknown	unknown; gig3 suppressor	
YNL256W	FOL1	folate biosynthesis	"dihydroneopterin aldolase, dihydro-6-hydroxymethylpterin pyrophosphokinase, dihydropteroate synthetase"	
YNL258C	YNL258C	unknown	unknown	
YNL259C	ATX1	oxidative stress response	unknown	
YNL261W	ORC5	DNA replication	"origin recognition complex, 50 kD subunit"	
YNL262W	POL2	DNA replication	polymerase epsilon catalytic subunit	G1
YNL263C	YIF1	unknown	interacts with Yip1p; similar to NADH dehydrogenases	G1
YNL267W	PIK1	cytokinesis	phosphatidylinositol 4-kinase	
YNL269W	YNL269W	unknown	unknown	
YNL271C	BNI1	"bud site selection, bipolar"	interacts with Rho1p	
YNL272C	SEC2	secretion	GDP/GTP exchange factor for Sec4p	
YNL274C	YNL274C	unknown	putative alpha-ketoisocaproate reductase	
YNL277W	MET2	methionine biosynthesis	homoserine O-acetyltransferase	
YNL280C	ERG24	sterol metabolism	C-14 sterol reductase	
YNL281W	HCH1	stress response (putative)	unknown; overexpression suppresses hsp82 mutation	
YNL283C	WSC2	cell wall biogenesis	"alpha-1,4-glucan-glucosidase"	S
YNL287W	SEC21	secretion	vesicle coat component	
YNL289W	PCL1	cell cycle	G1/S cyclin	G1
YNL293W	MSB3	unknown	unknown; suppresses bud emergence mutant	
YNL294C	YNL294C	unknown	unknown	
YNL295W	YNL295W	unknown	unknown	
YNL296W	YNL296W	unknown	unknown	
YNL297C	YNL297C	unknown	unknown	
YNL298W	CLA4	cytokinesis	protein kinase	
YNL299W	TRF5	mitosis	related to DNA topoisomerase I	
YNL300W	YNL300W	unknown	unknown; similar to Mid2p	G1
YNL301C	RPL18B	protein synthesis	ribosomal protein L18B	
YNL302C	RPS19B	protein synthesis	ribosomal protein S19B	
YNL304W	YPT11	signaling (putative)	unknown; similar to Ypt1p and many other ras-like GTPases	G1
YNL305C	YNL305C	unknown	unknown; similar to Aspergillus nidulans negative-acting	
YNL307C	MCK1	meiosis	protein kinase	
YNL313C	YNL313C	unknown	unknown	
YNL314W	DAL82	transcription	activator of allantoin catabolic genes	
YNL315C	ATP11	ATP synthesis	F1F0-ATPase complex assembly protein	
YNL317W	PFS2	mRNA processing	polyadenylation factor subunit	
YNL318C	HXT14	transport	hexose permease	
YNL319W	YNL319W	unknown	unknown	
YNL320W	YNL320W	unknown	unknown; similar to S. pombe bem1/bud5 suppressor (Bem46+)	
YNL322C	KRE1	cell wall biogenesis	"beta-1,6-glucan assembly"	
YNL324W	YNL324W	unknown	unknown	
YNL328C	MDJ2	protein folding	mitochondrial chaperonin	M/G1
YNL331C	AAD14	unknown	hypothetical aryl-alcohol dehydrogenase	
YNL333W	SNZ2	unknown	unknown; induced in stationary phase	
YNL335W	YNL335W	unknown	unknown; similar to Myrothecium verrucaria cyanamide hydratase	
YNL337W	YNL337W	unknown	unknown	
YNL339C	YRF1-6	unknown	Y' helicase (subtelomerically-encoded)	G1
YNR002C	FUN34	unknown	unknown	
YNR003C	RPC34	transcription	RNA polymerase III 34 kD subunit	
YNR004W	YNR004W	unknown	unknown; similar to bovine interferon gamma precursor	
YNR007C	AUT1	autophagy	unknown	
YNR009W	YNR009W	unknown	unknown	S
YNR010W	CSE2	"mitosis, chromosome segregation"	kinetochore protein (putative)	
YNR011C	PRP2	mRNA splicing	"RNA helicase, putative"	
YNR012W	URK1	pyrimidine metabolism	uridine kinase	
YNR013C	YNR013C	unknown	unknown; major facilitator superfamily	
YNR014W	YNR014W	unknown	unknown	
YNR016C	ACC1	fatty acid metabolism	acetyl-CoA carboxylase	
YNR018W	YNR018W	unknown	unknown	
YNR020C	YNR020C	unknown	unknown	
YNR026C	SEC12	secretion	ER-to-Golgi GDP/GTP exchange factor	
YNR028W	CPR8	protein folding	peptidyl-prolyl cis-trans isomerase	
YNR029C	YNR029C	unknown	unknown; similar to Rhodococcus sp. nitrile hydratase	
YNR030W	ECM39	cell wall biogenesis	unknown	
YNR031C	SSK2	"signaling, high osmolarity pathway"	MAPKKK (mitogen-activated protein kinase kinase kinase)	
YNR032W	PPG1	glycogen metabolism	protein phosphatase	
YNR034W	SOL1	"tRNA splicing, putative"	unknown	
YNR035C	ARC35	cytoskeleton	cortical actin patch integrity	
YNR036C	YNR036C	unknown	unknown; similar to ribosomal protein S12	
YNR037C	YNR037C	unknown	unknown; similar to prokaryotic ribosomal protein S19	
YNR038W	DBP6	rRNA processing	"RNA helicase, putative"	
YNR040W	YNR040W	unknown	unknown	
YNR046W	YNR046W	unknown	unknown	
YNR050C	LYS9	lysine biosynthesis	saccharopine dehydrogenase	G2/M
YNR051C	YNR051C	unknown	"unknown; similar to chicken nucleolin, has an RNA"	
YNR052C	POP2	glucose derepression	component of CCR4 complex	
YNR053C	YNR053C	unknown	unknown; similar to human breast tumor-associated	
YNR054C	YNR054C	unknown	unknown	
YNR055C	HOL1	transport	(putative) multidrug resistance permease	
YNR056C	BIO5	biotin biosynthesis	transmembrane regulator of KAPA/DAPA transport	
YNR057C	BIO4	biotin biosynthesis	dethiobiotin synthetase	
YNR058W	BIO3	biotin biosynthesis	DAPA aminotransferase	
YNR059W	MNT4	protein glycosylation	mannosyltransferase	
YNR060W	FRE4	unknown	unknown; similar to ferric reductases Fre1p and Fre2p	
YNR061C	YNR061C	unknown	unknown	
YNR064C	YNR064C	unknown	unknown; similar to Rhodobacter capsulatus bchO	
YNR066C	YNR066C	unknown	unknown; similar to Pep1p	S
YNR067C	YNR067C	unknown	unknown	M/G1
YNR068C	YNR068C	unknown	unknown	
YNR069C	YNR069C	unknown	unknown	
YNR070W	YNR070W	unknown	unknown; ATP-binding cassette (ABC) family	
YNR074C	YNR074C	unknown	unknown; similar to Bacillus subtilis nitrite reductase	
YNR075W	COS10	unknown	unknown; similar to subtelomerically-encoded proteins	
YNR076W	PAU6	unknown	seripauperin family	
YNR077C	YNR077C	unknown	unknown	
YOL001W	PHO80	cell cycle	cyclin (Pho85p)	
YOL002C	YOL002C	unknown	unknown	
YOL003C	YOL003C	unknown	unknown	
YOL004W	SIN3	transcription	transcriptional regulator	
YOL006C	TOP1	DNA replication	topoisomerase I	
YOL007C	CSI2	cell wall biogenesis	chitin synthase 3 subunit	G1
YOL008W	YOL008W	unknown	unknown	
YOL009C	MDM12	mitochondrial inheritance	transmembrane protein	
YOL011W	PLB3	phospholipid metabolism	phospholipase B	M/G1
YOL015W	YOL015W	unknown	unknown	
YOL016C	CMK2	signaling	calmodulin-dependent protein kinase	G1
YOL017W	YOL017W	unknown	unknown	G1
YOL019W	YOL019W	unknown	unknown	G1
YOL021C	DIS3	RNA processing	3'-5' exoribonuclease complex subunit	
YOL022C	YOL022C	unknown	unknown	
YOL024W	YOL024W	unknown	unknown	
YOL025W	LAG2	aging	unknown	
YOL027C	YOL027C	unknown	unknown	
YOL029C	YOL029C	unknown	unknown	
YOL030W	YOL030W	unknown	unknown; similar to Gas1p	S/G2
YOL031C	YOL031C	unknown	unknown; similar to Yarrowia lipolytica Sls1 protein	
YOL032W	YOL032W	unknown	unknown	
YOL033W	MSE1	protein synthesis	"tRNA synthetase, mitochondrial, glutamyl"	
YOL034W	YOL034W	unknown	unknown	G1
YOL035C	YOL035C	unknown	unknown	
YOL036W	YOL036W	unknown	unknown	
YOL037C	YOL037C	unknown	unknown	
YOL038W	PRE6	protein degradation	20S proteasome subunit (alpha4)
YOL039W	RPP2A	protein synthesis	"ribosomal protein P2A/L44, acidic"
YOL040C	RPS15	protein synthesis	ribosomal protein S15
YOL041C	YOL041C	unknown	unknown
YOL042W	YOL042W	unknown	unknown; similar to Ccr4p
YOL043C	NTG2	DNA repair	endonuclease III-like glycosylase
YOL044W	PEX15	peroxisome biogenesis	integral membrane protein
YOL046C	YOL046C	unknown	unknown
YOL048C	YOL048C	unknown	unknown
YOL049W	GSH2	glutathione biosynthesis	glutathione synthetase
YOL050C	YOL050C	unknown	unknown
YOL051W	GAL11	transcription	RNA polymerase II mediator subunit
YOL052C	SPE2	polyamine metabolism	S-adenosylmethionine decarboxylase
YOL053W	YOL053W	unknown	unknown
YOL055C	THI20	thiamine metabolism (putative)	unknown; similar to bacterial transcription factors
YOL056W	GPM3	glycolysis	phosphoglycerate mutase
YOL057W	YOL057W	unknown	unknown	
YOL058W	ARG1	arginine biosynthesis	arginosuccinate synthetase	S/G2
YOL059W	GPD2	glycerol metabolism	glycerol-3-phosphate dehydrogenase	
YOL060C	AMI3	mitochondrial morphology (putative)	unknown	
YOL061W	PRS5	"purine, pyrimidine, tryptophan and histidine biosynthesis"	phosphoribosylpyrophosphate synthetase	
YOL062C	APM4	secretion	vesicle coat component	
YOL063C	YOL063C	unknown	unknown	
YOL064C	MET22	methionine biosynthesis	3'(2')5'-bisphosphate nucleotidase	
YOL065C	INP54	unknown	putative inositol polyphosphate 5-phosphatase	
YOL066C	RIB2	riboflavin biosynthesis	DRAP deaminase	
YOL067C	RTG1	organelle communication	h-l-h transcription factor	
YOL068C	HST1	silencing	Sir2p homolog	
YOL069W	NUF2	cytoskeleton	spindle pole body component	G2/M
YOL070C	YOL070C	unknown	unknown	G2/M
YOL071W	YOL071W	unknown	unknown	
YOL072W	YOL072W	unknown	unknown	
YOL073C	YOL073C	unknown	unknown	
YOL075C	YOL075C	unknown	putative ATP-dependent transporter	
YOL077C	YOL077C	unknown	unknown; similar to C. elegans Kq2H4.3 protein	
YOL078W	YOL078W	unknown	unknown	
YOL079W	YOL079W	unknown	unknown; similar to NADH dehydrogenase chain 4-honeybee	
YOL080C	YOL080C	unknown	unknown	
YOL081W	IRA2	"signaling, Ras pathway"	GTPase-activating protein for Ras1p and Ras2p	
YOL082W	YOL082W	unknown	unknown	
YOL083W	YOL083W	unknown	unknown	
YOL085C	YOL085C	unknown	unknown	
YOL086C	ADH1	glycolysis	alcohol dehydrogenase I	
YOL088C	MPD2	unknown	putative protein disulfide isomerase	S/G2
YOL090W	MSH2	DNA repair	MutS homolog; mismatch repair	G1
YOL091W	SPO21	sporulation	unknown	
YOL092W	YOL092W	unknown	unknown	
YOL093W	YOL093W	unknown	unknown	
YOL095C	HMI1	unknown	mitochondrial DNA helicase (putative)	
YOL097C	WRS1	protein synthesis	"tRNA ligase, tryptophan"	
YOL099C	YOL099C	unknown	unknown	
YOL101C	YOL101C	unknown	unknown	M/G1
YOL103W	ITR2	transport	inositol permease	
YOL104C	NDJ1	"meiosis, chromosome segregation"	unknown	
YOL105C	WSC3	signaling	stress response	
YOL106W	YOL106W	unknown	unknown	
YOL107W	YOL107W	unknown	unknown; similar to Rnh70p and Pan2p	
YOL108C	INO4	phospholipid biosynthesis	transcription factor	
YOL109W	ZEO1	zeocin resistance	unknown	
YOL110W	SHR5	protein processing	localization and palmitoylation of Ras proteins	
YOL111C	YOL111C	unknown	unknown; similar to human ubiquitin-like protein GDX	
YOL112W	MSB4	unknown	unknown; suppresses bud emergence defect	S/G2
YOL113W	SKM1	unknown	protein kinase	
YOL114C	YOL114C	unknown	unknown; similar to human DS-1 protein	S/G2
YOL115W	TRF4	"mitosis, chromosome condensation"	unknown
YOL116W	MSN1	nutrient sensing	transcriptional activator
YOL117W	YOL117W	unknown	unknown
YOL118C	YOL118C	unknown	unknown
YOL120C	RPL18A	protein synthesis	ribosomal protein L18A
YOL121C	RPS19A	protein synthesis	ribosomal protein S19A
YOL122C	SMF1	transport	high affinity manganese transporter
YOL123W	HRP1	mRNA processing	"poly(A)+ RNA-binding protein, putative"
YOL124C	YOL124C	unknown	unknown
YOL125W	YOL125W	unknown	unknown
YOL126C	MDH2	TCA cycle	malate dehydrogenase
YOL127W	RPL25	protein synthesis	ribosomal protein L25
YOL129W	YOL129W	unknown	unknown
YOL133W	HRT1	unknown	unknown; similar to C. elegans protein of unknown function
YOL135C	MED7	transcription	RNA polymerase II mediator subunit
YOL137W	YOL137W	unknown	major facilitator superfamily
YOL139C	CDC33	protein synthesis	translation initiation factor eIF4E	
YOL141W	YOL141W	unknown	unknown; similar to Ydr435p	
YOL142W	RRP40	rRNA processing	exosome complex component	
YOL143C	RIB4	riboflavin biosynthesis	"6,7-dimethyl-8-ribityllumazine synthase"	
YOL144W	NOP8	ribosome biogenesis (putative)	unknown; nucleolar protein	
YOL145C	CTR9	"mitosis, chromosome segregation"	unknown	
YOL146W	YOL146W	unknown	unknown	
YOL147C	PEX11	peroxisome biogenesis	peripheral membrane protein	
YOL150C	YOL150C	unknown	unknown	G2/M
YOL151W	GRE2	unknown	unknown; induced by osmotic stress	
YOL153C	YOL153C	unknown	unknown	
YOL155C	YOL155C	unknown	"unknown; similar to S. cerevisiae glucan 1,4-alpha-glucosidase"	
YOL157C	YOL157C	unknown	putative alpha-glucosidase	
YOL158C	YOL158C	unknown	major facilitator superfamily	G2/M
YOL160W	YOL160W	unknown	unknown	
YOL161C	YOL161C	unknown	unknown; similar to PAU1 family	
YOL162W	YOL162W	unknown	unknown
YOL163W	YOL163W	unknown	unknown; similar to Pseudomonas putida phthalate transporter
YOL164W	YOL164W	unknown	unknown; similar to Pseudomonas sp. alkyl sulfatase
YOL165C	AAD15	unknown	hypothetical aryl-alcohol dehydrogenase
YOL166C	YOL166C	unknown	unknown
YOR001W	RRP6	"rRNA processing, 5.8S"	unknown
YOR002W	ALG6	protein glycosylation	glucosyltransferase
YOR003W	YSP3	protein degradation	subtilisin-like protease III
YOR004W	YOR004W	unknown	unknown
YOR005C	DNL4	DNA repair	DNA ligase IV homologue
YOR006C	YOR006C	unknown	unknown
YOR007C	SGT2	unknown	unknown
